ticker_base;ticker_b3_11;fundo_b3;razao_social_b3;duplicidade_ticker_b3;match_metodo;match_score;confianca;id_registro_fundo;cnpj_fundo;codigo_cvm_fundo;tipo_fundo_cvm;denominacao_fundo_cvm;situacao_fundo_cvm;data_registro_fundo;data_cancelamento_fundo;administrador_fundo;gestor_fundo;patrimonio_liq_fundo_cadastro;data_patrimonio_fundo_cadastro;id_registro_classe;cnpj_classe;codigo_cvm_classe;tipo_classe_cvm;denominacao_classe_cvm;situacao_classe_cvm;classificacao_classe;forma_condominio_classe;publico_alvo_classe;patrimonio_liq_classe_cadastro;data_patrimonio_classe_cadastro;auditor_classe;custodiante_classe;cad_fi_match_metodo;cad_fi_cnpj;cad_fi_situacao;cad_fi_classe_anbima;inf_diario_dt_competencia;inf_diario_vl_total;inf_diario_vl_quota;inf_diario_vl_patrim_liq;inf_diario_captc_dia;inf_diario_resg_dia;inf_diario_nr_cotistas;observacao_pendencia
CXTL;CXTL11;FII CX TRX;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;537;12.887.506/0001-43;311032;FII;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2011-11-29;;CAIXA ECONOMICA FEDERAL;CAIXA ECONOMICA FEDERAL;22308895.24;2025-05-31;34110;12.887.506/0001-43;7692;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;22250011.47;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
IDUA;IDUA11;FII IDUA;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV;NÃO;classe_exata;1.0;Alta;1720;52.324.762/0001-47;323124;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV;Em Funcionamento Normal;2023-09-26;;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;GESTORA DE RECURSOS ID - GRID LTDA;26192582.34;2025-09-30;34837;52.324.762/0001-47;13765;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV;Em Funcionamento Normal;;Fechado;;3251758.67;2026-03-31;NEXT AUDITORES INDEPENDENTES S/S LTDA.;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;nome_exato;32.774.914/0001-04;CANCELADA;;;;;;;;;sem_inf_diario_202605
LKDV;LKDV11;FII DEV ONE;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1 RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1287;40.102.445/0001-05;321015;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1 RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-02-18;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;LAKEWOOD GESTÃO DE RECURSOS LTDA.;72278375.98;2025-04-30;34559;40.102.445/0001-05;6394;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO DEVELOPMENT V1 RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;73487802.74;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
EDFO;EDFO11;FII OURINVES;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;439;6175262000173;304001;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2004-05-05;;OLIVEIRA TRUST DTVM S.A.;TELLUS INVESTIMENTOS E  CONSULTORIA LTDA.;49922001.61;2025-05-31;34057;6175262000173;7668;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO EDIFÍCIO OURINVEST - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;57041266.46;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
NVHO;NVHO11;FII NOVOHORI;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII NOVO HORIZONTE - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;649;17.025.970/0001-44;313037;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII NOVO HORIZONTE - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-09-10;;BANCO GENIAL S.A.;;688810807.16;2025-05-31;34170;17.025.970/0001-44;7773;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII NOVO HORIZONTE - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;687487146.10;2026-04-30;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
GTWR;GTWR11;FII G TOWERS;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;809;23.740.527/0001-58;316057;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-12-14;;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;1196875265.21;2025-04-30;34265;23.740.527/0001-58;6033;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1216811756.70;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BANCO BRADESCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
HBCR;HBCR11;FII HBC REN;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;NÃO;classe_exata;1.0;Alta;1183;36.501.159/0001-37;320095;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;Em Funcionamento Normal;2020-10-15;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;CAPITÂNIA HBC CONSULTORIA E GESTÃO S.A.;195757615.18;2025-02-28;34487;36.501.159/0001-37;4723;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HBC RENDA URBANA;Em Funcionamento Normal;;Fechado;;183027741.57;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
HUCG;HUCG11;FII UNIMED C;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOSPITAL UNIMED CAMPINA GRANDE RESPONSABILIDADE LIMITADA;NÃO;fundo_exato;0.98;Alta;1254;39.347.413/0001-82;320094;FII;Fundo de Investimento Imobiliário Hospital Unimed Campina Grande Responsabilidade Limitada;Em Funcionamento Normal;2020-10-09;;COINVALORES CCVM LTDA;INVESTCOOP ASSET MANAGEMENT LTDA.;143807884.91;2026-03-31;;;;;;;;;;;;;;cnpj;39.347.413/0001-82;EM FUNCIONAMENTO NORMAL;;;;;;;;;sem_inf_diario_202605
HUSC;HUSC11;FII H UNIMED;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;NÃO;classe_exata;1.0;Alta;945;28.851.767/0001-43;317085;FII;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;Em Funcionamento Normal;2017-11-09;;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;INVESTCOOP ASSET MANAGEMENT LTDA.;126797949.99;2025-05-31;34326;28.851.767/0001-43;10006;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;Em Funcionamento Normal;;Fechado;;129248733.08;2026-03-31;NEXT AUDITORES INDEPENDENTES S/S LTDA.;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;;;;;;;;;;;;sem_inf_diario_202605
HOSI;HOSI11;FII HOUSI;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1083;34.081.631/0001-02;319051;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-09-10;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;51792136.00;2025-05-31;34421;34.081.631/0001-02;10448;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;69477364.30;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
FINF;FINF11;FII INFRA RE;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;698;18.369.510/0001-04;313042;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-10-04;;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;INFRA ASSET MANAGEMENT LTDA;32162885.11;2025-05-31;34199;18.369.510/0001-04;9482;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;90750297.04;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;nome_fuzzy_0.85;36.398.460/0001-67;CANCELADA;;;;;;;;;sem_inf_diario_202605
BLUE;BLUE11;FII BLUE;FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING RESPONSABILIDADE LIMITADA;NÃO;fundo_exato;0.98;Alta;628;16.685.929/0001-31;323011;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2023-02-13;;MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;BLUEMAC ASSET MANAGEMENT LTDA;470636305.64;2026-03-31;;;;;;;;;;;;;;cnpj;16.685.929/0001-31;EM FUNCIONAMENTO NORMAL;;;;;;;;;sem_inf_diario_202605
MMPD;MMPD11;FII MAUA MPD;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL RESP LIMITADA;NÃO;classe_exata;1.0;Alta;1322;41.080.968/0001-52;321063;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL RESP LIMITADA;Em Funcionamento Normal;2021-06-02;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;MAUÁ CAPITAL REAL ESTATE LTDA;59663467.82;2025-05-31;34578;41.080.968/0001-52;7110;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL RESP LIMITADA;Em Funcionamento Normal;;Fechado;;60236102.09;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
MCCI;MCCI11;FII MAUA;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII RESPONSABILIDADE LIMITA;NÃO;classe_exata;1.0;Alta;808;23.648.935/0001-84;319042;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII RESPONSABILIDADE LIMITA;Em Funcionamento Normal;2019-08-21;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;MAUÁ CAPITAL REAL ESTATE LTDA;1599614116.26;2025-05-31;34264;23.648.935/0001-84;7072;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII RESPONSABILIDADE LIMITA;Em Funcionamento Normal;;Fechado;;1613492898.72;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;cnpj;23.648.935/0001-84;CANCELADA;;;;;;;;;sem_inf_diario_202605
WTSP;WTSP11;FII WTC SP;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;939;28.693.595/0001-27;317079;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2017-10-13;;OURIBANK S.A. BANCO MULTIPLO;FAR FATOR ADMINISTRAÇÃO DE RECURSOS LTDA;104514250.27;2025-05-31;34321;28.693.595/0001-27;8826;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;116316592.90;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;OURIBANK S.A. BANCO MULTIPLO;;;;;;;;;;;;sem_inf_diario_202605
PABY;PABY11;FII PANAMBY;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;NÃO;classe_exata;1.0;Alta;351;613094000174;395003;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;Em Funcionamento Normal;1995-03-08;;BANCO GENIAL S.A.;;-21838173.37;2025-04-30;34037;613094000174;6645;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PANAMBY;Em Funcionamento Normal;;Fechado;;-26124980.12;2026-03-31;BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
VTPA;VTPA11;FII VOTP V;FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL V RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;764;21.500.481/0001-74;316049;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL V RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2016-11-18;;OLIVEIRA TRUST DTVM S.A.;OLIVEIRA TRUST DTVM S.A.;65715210.08;2025-05-31;34237;21.500.481/0001-74;7048;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PATRIMONIAL V RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;69338724.46;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;nome_exato;15.163.511/0001-00;CANCELADA;Multimercados Livre;;;;;;;;sem_inf_diario_202605
FPNG;FPNG11;FII P NEGRA;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;655;17.161.979/0001-82;313001;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-01-16;;BR-CAPITAL DTVM S.A.;;455184814.80;2025-05-31;34174;17.161.979/0001-82;9423;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;654422271.18;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;ITAU CORRETORA DE VALORES SA;;;;;;;;;;;;sem_inf_diario_202605
VTPL;VTPL11;FII PLUS;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;603;15.098.422/0001-19;313046;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-12-06;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;139609071.86;2025-04-30;34147;15.098.422/0001-19;5452;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO PLUS RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;166279124.46;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
ESTQ;ESTQ11;FII POLO II;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;699;18.497.672/0001-10;314007;FII;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2014-05-08;;OLIVEIRA TRUST DTVM S.A.;POLO CAPITAL GESTÃO DE RECURSOS LTDA;881881.41;2025-05-31;34200;18.497.672/0001-10;9490;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIARIO POLO ESTOQUE II RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;974528.74;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;nome_exato;14.665.312/0001-29;CANCELADA;;;;;;;;;sem_inf_diario_202605
VPSI;VPSI11;FII POLO SHO;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;593;14.721.889/0001-00;312045;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2012-12-20;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST INVESTIMENTOS LTDA.;248152920.23;2025-04-30;34142;14.721.889/0001-00;6190;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;271225069.21;2026-03-31;RSM ACAL AUDITORES INDEPENDENTES S/S;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBRY;RBRY11;FII RBRY PAX;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;969;30.166.700/0001-11;318018;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2018-04-17;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR GESTÃO DE RECURSOS LTDA;1222200924.54;2025-02-28;34341;30.166.700/0001-11;4790;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1274439804.35;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RBRP;RBRP11;FII RBRP PAX;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR PROPERTIES - FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;763;21.408.063/0001-51;314027;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR PROPERTIES - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2014-11-11;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RBR GESTÃO DE RECURSOS LTDA;929424315.76;2025-05-31;34236;21.408.063/0001-51;7188;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR PROPERTIES - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;994378955.42;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;nome_fuzzy_0.96;39.317.150/0001-69;CANCELADA;;;;;;;;;sem_inf_diario_202605
RELG;RELG11;FII REC LOG;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA;NÃO;classe_exata;1.0;Alta;1216;37.112.770/0001-36;320035;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;2020-05-15;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;REC GESTÃO DE RECURSOS S.A.;119319975.15;2025-05-31;34513;37.112.770/0001-36;7293;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;;Fechado;;115603252.25;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RLGX;RLGX11;FII RLGX;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA II - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1216;37.112.770/0001-36;320035;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;2020-05-15;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;REC GESTÃO DE RECURSOS S.A.;119319975.15;2025-05-31;34513;37.112.770/0001-36;7293;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA - RESPONSABILIDADE  LIMITADA;Em Funcionamento Normal;;Fechado;;115603252.25;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RRES;RRES11;FII RRES;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIVIERA RESIDENCIAL - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2386;65.923.811/0001-00;326061;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIVIERA RESIDENCIAL - RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-03-26;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;35412;65.923.811/0001-00;15393;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIVIERA RESIDENCIAL - RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;RSM ACAL AUDITORES INDEPENDENTES S/S;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RZTR;RZTR11;FII RIZA TX;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;NÃO;classe_exata;1.0;Alta;1182;36.501.128/0001-86;320071;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;Em Funcionamento Normal;2020-08-26;;BANCO GENIAL S.A.;RIZA AGRONEGÓCIO GESTORA DE RECURSOS LTDA.;1815212788.33;2025-05-31;34486;36.501.128/0001-86;10669;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX;Em Funcionamento Normal;;Fechado;;1729501522.37;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BANCO GENIAL S.A.;;;;;;;;;;;;sem_inf_diario_202605
ROOF;ROOF11;FII ROOFTOPI;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1245;38.456.598/0001-09;320114;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-11-18;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;32090642.35;2025-05-31;34534;38.456.598/0001-09;10782;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;21890935.81;2026-03-31;ECOVIS WFA AUDITORES INDEPENDENTES S/S;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
HOMS;HOMS11;FII HOMS;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP III RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1898;55.793.516/0001-22;324109;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP III RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-07-03;;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.;2081790.27;2024-09-30;34973;55.793.516/0001-22;1988;Classes de Cotas de Fundos FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP III RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;45119691.48;2026-03-31;NEXT AUDITORES INDEPENDENTES S/S LTDA.;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;;;;;;;;;sem_inf_diario_202605
